,start_date,end_date,self_perceived_masculinity,importance_of_being_seen_as_masculine,source_of_masculinity_father_figure,source_of_masculinity_mother_figure,source_of_masculinity_family_members,source_of_masculinity_pop_culture,source_of_masculinity_friends,source_of_masculinity_other,societal_pressure_on_men,lifestyle_ask_friend_professional_advice,lifestyle_ask_friend_personal_advice,lifestyle_show_affection_to_male_friends,lifestyle_crying,lifestyle_physical_fight,lifestyle_sexual_relations_with_women,lifestyle_sexual_relations_with_men,lifestyle_watch_sports,lifestyle_work_out,lifestyle_see_therapist,lifestyle_feel_lonely_or_isolated,daily_worry_height,daily_worry_weight,daily_worry_hair,daily_worry_physique,daily_worry_genitalia,daily_worry_clothing_style,daily_worry_sexual_performance,daily_worry_mental_health,daily_worry_physical_health,daily_worry_finances,daily_worry_provide_for_family,daily_worry_none,employment_status,advantage_of_being_a_man_more_money,advantage_of_being_a_man_taken_more_seriously,advantage_of_being_a_man_more_choice,advantage_of_being_a_man_more_promotion_opportunities,advantage_of_being_a_man_praised_more,advantage_of_being_a_man_more_manager_support,advantage_of_being_a_man_other,advantage_of_being_a_man_none,disadvantage_of_being_a_man_hiring_promoting_women,disadvantage_of_being_a_man_risk_accusation_harassment,disadvantage_of_being_a_man_risk_accusation_bias,disadvantage_of_being_a_man_other,disadvantage_of_being_a_man_none,response_to_harassment_confronted_accused,response_to_harassment_contacted_hr,response_to_harassment_contacted_manager,response_to_harassment_supported_victim,response_to_harassment_did_nothing,response_to_harassment_never_witnessed,response_to_harassment_other,reason_for_no_response,heard_about_metoo,behavior_changed_at_work_due_to_metoo,expected_to_make_first_move,how_often_pay_on_date,reason_for_paying_on_date_right_thing,reason_for_paying_on_date_earn_more,reason_for_paying_on_date_feel_good,reason_for_paying_on_date_societal_expectations,reason_for_paying_on_date_obligation_for_asking_out,reason_for_paying_on_date_test_response,reason_for_paying_on_date_other,gauge_interest_by_body_language,gauge_interest_by_verbal_consent,gauge_interest_by_physical_move,gauge_interest_situation_different,gauge_interest_unclear,gauge_interest_other,boundary_wondered_if_pushed_too_far,boundary_discussed_with_friends,boundary_contacted_past_partner,boundary_none_above,changed_behavior_in_relationships_due_to_metoo,marital_status,has_children_under_18,has_children_over_18,no_children,sexual_orientation,race,education_level,state,income_bracket,us_region,device_and_os_usage,race_classification,race_and_ethnicity_detailed,education_level_grouped,education_level_detailed,age_group,has_kids,sexual_orientation_label,response_weight,daily_worries
802,5/18/18 7:06,5/18/18 7:11,Somewhat masculine,Somewhat important,Father or father figure(s),Not selected,Not selected,Not selected,Not selected,Not selected,No,Sometimes,Sometimes,Sometimes,Sometimes,"Never, and not open to it",Often,"Never, and not open to it",Often,Often,Sometimes,Sometimes,Not selected,Your weight,Not selected,Your physique,Not selected,Your clothing or style,Sexual performance or amount of sex,Not selected,Your physical health,Not selected,"Your ability to provide for your family, current or anticipated",Not selected,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,,Nothing at all,,Yes,Always,It?s the right thing to do,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Associate's degree,California,Prefer not to answer,Pacific,Windows Desktop / Laptop,White,White,Some college,Some college,65 and up,Has children,Straight,0.615179712,"Your weightYour physiqueYour clothing or styleSexual performance or amount of sexYour physical healthYour ability to provide for your family, current or anticipated"
803,5/18/18 7:08,5/18/18 7:13,Not at all masculine,Not at all important,Not selected,Mother or mother figure(s),Not selected,Not selected,Friends,Not selected,No,"Never, but open to it",Rarely,Rarely,No answer,"Never, and not open to it",No answer,No answer,Rarely,Sometimes,"Never, and not open to it",Sometimes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,"Employed, working part-time",Men make more money,Men are taken more seriously,Not selected,Not selected,Not selected,Men generally have more support from their managers,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,A lot,Yes,No,Sometimes,,,,,,,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No answer,Married,Not selected,Not selected,No children,Straight,Hispanic,College graduate,Kansas,"$100,000-$124,999",East North Central,Windows Desktop / Laptop,Non-white,Hispanic,College or more,College or more,35 - 64,No children,Straight,1.758385139,None of the above
804,5/18/18 7:09,5/18/18 7:15,Somewhat masculine,Somewhat important,Father or father figure(s),Not selected,Other family members,Not selected,Friends,Not selected,Yes,Sometimes,Sometimes,Often,Rarely,"Never, and not open to it",Rarely,Sometimes,Often,Rarely,"Never, and not open to it",Sometimes,Not selected,Your weight,Your hair or hairline,Your physique,Not selected,Not selected,Sexual performance or amount of sex,Your mental health,Your physical health,Not selected,Not selected,Not selected,Not employed-retired,,,,,,,,,,,,,,,,,,,,,,,,Yes,Always,It?s the right thing to do,Not selected,You feel good about being the one who pays,"Societal expectations, even though you don?t always think you should have to pay",Not selected,Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Not selected,Every situation is different,It isn?t always clear how to gauge someone?s interest,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Bisexual,White,College graduate,New York,"$25,000-$49,999",Middle Atlantic,Windows Desktop / Laptop,White,White,College or more,College or more,65 and up,Has children,Gay/Bisexual,0.656490054,Your weightYour hair or hairlineYour physiqueSexual performance or amount of sexYour mental healthYour physical health
805,5/18/18 7:11,5/18/18 7:16,Very masculine,Somewhat important,Not selected,Not selected,Other family members,Not selected,Friends,Not selected,Yes,Sometimes,Sometimes,Sometimes,"Never, and not open to it","Never, and not open to it",Often,"Never, and not open to it",Rarely,Sometimes,"Never, and not open to it",Rarely,Not selected,Your weight,Not selected,Not selected,Not selected,Not selected,Sexual performance or amount of sex,Not selected,Not selected,Not selected,Not selected,Not selected,Not employed-retired,,,,,,,,,,,,,,,,,,,,,,,,Yes,Always,It?s the right thing to do,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Some college,Nevada,"$125,000-$149,999",Mountain,Windows Desktop / Laptop,White,White,Some college,Some college,35 - 64,Has children,Straight,0.536890969,Your weightSexual performance or amount of sex
806,5/18/18 7:14,5/18/18 7:19,Very masculine,Very important,Father or father figure(s),Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Sometimes,Sometimes,Sometimes,Sometimes,"Never, and not open to it",Sometimes,"Never, and not open to it",Often,Rarely,"Never, but open to it",Rarely,Not selected,Your weight,Not selected,Your physique,Appearance of your genitalia,Not selected,Sexual performance or amount of sex,Not selected,Your physical health,"Your finances, including your current or future income, assets, or debt","Your ability to provide for your family, current or anticipated",Not selected,"Employed, working full-time",Men make more money,Men are taken more seriously,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Managers want to hire and promote women,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,,A lot,Yes,Yes,Always,It?s the right thing to do,Not selected,You feel good about being the one who pays,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",Not selected,Not selected,Read their physical body language to see if they are interested,Ask for a verbal confirmation of consent,Not selected,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Yes,Married,"Yes, one or more children under 18","Yes, one or more children 18 or older",Not selected,Straight,White,College graduate,New York,"$200,000+",Middle Atlantic,Windows Desktop / Laptop,White,White,College or more,College or more,35 - 64,Has children,Straight,0.699323229,"Your weightYour physiqueAppearance of your genitaliaSexual performance or amount of sexYour physical healthYour finances, including your current or future income, assets, or debtYour ability to provide for your family, current or anticipated"
807,5/18/18 7:17,5/18/18 7:24,Very masculine,Very important,Father or father figure(s),Mother or mother figure(s),Not selected,Not selected,Friends,Not selected,No,Rarely,Rarely,Rarely,Rarely,"Never, but open to it",Sometimes,"Never, and not open to it",Often,Rarely,"Never, and not open to it",Rarely,Not selected,Your weight,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,Not employed-retired,,,,,,,,,,,,,,,,,,,,,,,,Yes,Always,It?s the right thing to do,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Read their physical body language to see if they are interested,Ask for a verbal confirmation of consent,Make a physical move to see how they react,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Divorced,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,High school or G.E.D.,Ohio,"$25,000-$49,999",East North Central,iOS Phone / Tablet,White,White,High school or less,High school or less,35 - 64,Has children,Straight,4.239856567,"Your weightYour finances, including your current or future income, assets, or debt"
808,5/18/18 7:19,5/18/18 7:24,Very masculine,Somewhat important,Father or father figure(s),Not selected,Not selected,Not selected,Friends,Not selected,No,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,"Never, and not open to it",Sometimes,Rarely,"Never, and not open to it",Rarely,Not selected,Your weight,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Your physical health,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,Not employed-retired,,,,,,,,,,,,,,,,,,,,,,,,No,Often,It?s the right thing to do,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,No answer,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Associate's degree,Illinois,"$50,000-$74,999",East North Central,iOS Phone / Tablet,White,White,Some college,Some college,65 and up,Has children,Straight,0.713051506,"Your weightYour physical healthYour finances, including your current or future income, assets, or debt"
809,5/18/18 7:16,5/18/18 7:23,Very masculine,Not too important,Father or father figure(s),Not selected,Not selected,Not selected,Not selected,Not selected,No,Rarely,Rarely,Sometimes,Rarely,"Never, and not open to it","Never, and not open to it",Sometimes,"Never, but open to it","Never, and not open to it","Never, and not open to it","Never, and not open to it",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Greater risk of being accused of being sexist or racist,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,,Only a little,No,No,Often,Not selected,Not selected,You feel good about being the one who pays,Not selected,Not selected,Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Not selected,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Divorced,Not selected,Not selected,No children,Gay,White,College graduate,Pennsylvania,"$150,000-$174,999",Middle Atlantic,Windows Desktop / Laptop,White,White,College or more,College or more,35 - 64,No children,Gay/Bisexual,0.481730211,None of the above
810,5/18/18 7:20,5/18/18 7:26,Very masculine,Not too important,Not selected,Not selected,Not selected,Not selected,Not selected,Other (please specify),No,Sometimes,Rarely,"Never, and not open to it","Never, but open to it","Never, and not open to it",Often,"Never, and not open to it","Never, and not open to it",Sometimes,"Never, and not open to it",Sometimes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,Not employed-retired,,,,,,,,,,,,,,,,,,,,,,,,No,Never,,,,,,,,Not selected,Not selected,Not selected,Not selected,It isn?t always clear how to gauge someone?s interest,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Post graduate degree,Minnesota,Prefer not to answer,West North Central,Windows Desktop / Laptop,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.061657168,"Your finances, including your current or future income, assets, or debt"
811,5/18/18 7:21,5/18/18 7:51,Very masculine,Somewhat important,Father or father figure(s),Mother or mother figure(s),Other family members,Not selected,Friends,Not selected,Yes,"Never, and not open to it","Never, and not open to it",Rarely,"Never, but open to it","Never, and not open to it","Never, but open to it","Never, and not open to it","Never, but open to it","Never, but open to it","Never, and not open to it","Never, and not open to it",Not selected,Your weight,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Your finances, including your current or future income, assets, or debt","Your ability to provide for your family, current or anticipated",Not selected,Not employed-retired,,,,,,,,,,,,,,,,,,,,,,,,Yes,Always,Not selected,You make more money than your date,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Other (please specify),Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,High school or G.E.D.,Pennsylvania,"$100,000-$124,999",Middle Atlantic,MacOS Desktop / Laptop,White,White,High school or less,High school or less,65 and up,Has children,Straight,1.743824365,"Your weightYour finances, including your current or future income, assets, or debtYour ability to provide for your family, current or anticipated"
812,5/18/18 7:26,5/18/18 7:34,Very masculine,Very important,Father or father figure(s),Not selected,Not selected,Not selected,Not selected,Not selected,No,Often,Rarely,"Never, and not open to it",Sometimes,"Never, and not open to it",Sometimes,"Never, and not open to it",Often,Sometimes,"Never, and not open to it","Never, and not open to it",Not selected,Your weight,Not selected,Your physique,Not selected,Your clothing or style,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Greater risk of being accused of sexual harassment,Not selected,Not selected,Not selected,Not selected,Contacted the HR department,Not selected,Not selected,Not selected,Not selected,Not selected,,A lot,Yes,No,Always,It?s the right thing to do,Not selected,You feel good about being the one who pays,Not selected,"You asked the person out, so you feel obligated to pay",Not selected,Not selected,Read their physical body language to see if they are interested,Ask for a verbal confirmation of consent,Not selected,Every situation is different,It isn?t always clear how to gauge someone?s interest,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,Asian,College graduate,New York,"$200,000+",Middle Atlantic,Windows Desktop / Laptop,Non-white,Other,College or more,College or more,35 - 64,Has children,Straight,0.759256942,Your weightYour physiqueYour clothing or style
813,5/18/18 7:30,5/18/18 7:37,Somewhat masculine,Not too important,Not selected,Mother or mother figure(s),Not selected,Not selected,Not selected,Not selected,No,Often,Often,"Never, but open to it",Sometimes,"Never, and not open to it",Often,"Never, but open to it",Rarely,"Never, but open to it",Rarely,Rarely,Not selected,Your weight,Your hair or hairline,Your physique,Appearance of your genitalia,Not selected,Sexual performance or amount of sex,Your mental health,Your physical health,"Your finances, including your current or future income, assets, or debt","Your ability to provide for your family, current or anticipated",Not selected,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Other (please specify),Not selected,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,,A lot,Yes,No,Often,It?s the right thing to do,Not selected,Not selected,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",You try to pay to see if the other person will offer to share in the cost,Not selected,Read their physical body language to see if they are interested,Not selected,Not selected,Every situation is different,Not selected,Other (please specify),Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,Not selected,No children,Straight,White,Some college,Pennsylvania,"$75,000-$99,999",Middle Atlantic,MacOS Desktop / Laptop,White,White,Some college,Some college,35 - 64,No children,Straight,0.579332702,"Your weightYour hair or hairlineYour physiqueAppearance of your genitaliaSexual performance or amount of sexYour mental healthYour physical healthYour finances, including your current or future income, assets, or debtYour ability to provide for your family, current or anticipated"
814,5/18/18 7:33,5/18/18 7:36,Somewhat masculine,Somewhat important,Not selected,Not selected,Not selected,Not selected,Not selected,Other (please specify),Yes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,"Never, and not open to it",Often,No answer,No answer,Rarely,Not selected,Your weight,Not selected,Your physique,Appearance of your genitalia,Not selected,Not selected,Your mental health,Your physical health,Not selected,Not selected,Not selected,Not employed-retired,,,,,,,,,,,,,,,,,,,,,,,,Yes,Always,It?s the right thing to do,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Make a physical move to see how they react,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,High school or G.E.D.,New York,Prefer not to answer,Middle Atlantic,Windows Desktop / Laptop,White,White,High school or less,High school or less,65 and up,Has children,Straight,2.573324496,Your weightYour physiqueAppearance of your genitaliaYour mental healthYour physical health
815,5/18/18 7:29,5/18/18 7:47,Somewhat masculine,Not too important,Not selected,Not selected,Other family members,Not selected,Not selected,Not selected,Yes,Rarely,Rarely,Rarely,Rarely,Rarely,Often,"Never, and not open to it",Often,Often,Rarely,"Never, but open to it",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Sexual performance or amount of sex,Not selected,Your physical health,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,"Employed, working full-time",Men make more money,Men are taken more seriously,Men have more choice,Men have more promotion/professional development opportunities,Not selected,Not selected,Not selected,Not selected,Managers want to hire and promote women,Greater risk of being accused of sexual harassment,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,,A lot,No,Yes,Always,It?s the right thing to do,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,College graduate,Maine,"$75,000-$99,999",New England,Windows Desktop / Laptop,White,White,College or more,College or more,35 - 64,Has children,Straight,0.644454454,"Sexual performance or amount of sexYour physical healthYour finances, including your current or future income, assets, or debt"
816,5/18/18 7:35,5/18/18 7:43,Not very masculine,Not too important,Not selected,Not selected,Not selected,Pop culture,Not selected,Not selected,Yes,Rarely,"Never, but open to it",Sometimes,Sometimes,"Never, and not open to it",Rarely,"Never, and not open to it","Never, and not open to it","Never, and not open to it",Rarely,"Never, and not open to it",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Your mental health,Your physical health,Not selected,Not selected,Not selected,Not employed-retired,,,,,,,,,,,,,,,,,,,,,,,,Yes,Always,Not selected,Not selected,Not selected,Not selected,"You asked the person out, so you feel obligated to pay",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Other (please specify),Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,Not selected,No children,Straight,White,College graduate,Georgia,"$25,000-$49,999",South Atlantic,Windows Desktop / Laptop,White,White,College or more,College or more,65 and up,No children,Straight,0.758425823,Your mental healthYour physical health
817,5/18/18 7:37,5/18/18 7:49,No answer,Not at all important,Father or father figure(s),Mother or mother figure(s),Other family members,Pop culture,Friends,Other (please specify),No,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Sometimes,"Never, and not open to it",Sometimes,Often,Rarely,Rarely,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,"Employed, working full-time",Men make more money,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,,Only a little,No,Yes,Often,Not selected,Not selected,You feel good about being the one who pays,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Not selected,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Divorced,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Post graduate degree,Georgia,"$150,000-$174,999",South Atlantic,Windows Desktop / Laptop,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.0749326,None of the above
818,5/18/18 7:39,5/18/18 7:43,Somewhat masculine,Somewhat important,Not selected,Not selected,Not selected,Pop culture,Not selected,Not selected,No,"Never, but open to it","Never, but open to it","Never, but open to it","Never, but open to it","Never, but open to it",Rarely,Rarely,Sometimes,"Never, but open to it","Never, but open to it","Never, but open to it",Your height,Your weight,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not employed-retired,,,,,,,,,,,,,,,,,,,,,,,,No,Rarely,,,,,,,,Read their physical body language to see if they are interested,Not selected,Not selected,Not selected,Not selected,Not selected,Wondered whether you pushed a partner too far in a past sexual encounter.,Not selected,Not selected,Not selected,No,Divorced,Not selected,Not selected,No children,Straight,White,Some college,Colorado,"$25,000-$49,999",Mountain,Windows Desktop / Laptop,White,White,Some college,Some college,65 and up,No children,Straight,0.560161233,Your heightYour weight
819,5/18/18 7:39,5/18/18 7:49,Very masculine,Not too important,Not selected,Mother or mother figure(s),Not selected,Not selected,Not selected,Not selected,No,Rarely,Sometimes,Rarely,Rarely,"Never, and not open to it",Sometimes,"Never, and not open to it",Often,Rarely,Rarely,Rarely,Not selected,Not selected,Your hair or hairline,Not selected,Not selected,Not selected,Not selected,Not selected,Your physical health,Not selected,Not selected,Not selected,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,,Nothing at all,,No,Always,Not selected,Not selected,You feel good about being the one who pays,Not selected,Not selected,Not selected,Not selected,Read their physical body language to see if they are interested,Ask for a verbal confirmation of consent,Not selected,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,"Yes, one or more children under 18","Yes, one or more children 18 or older",Not selected,Straight,White,Did not complete high school,Delaware,"$25,000-$49,999",South Atlantic,Android Phone / Tablet,White,White,High school or less,High school or less,35 - 64,Has children,Straight,3.220516076,Your hair or hairlineYour physical health
820,5/18/18 7:46,5/18/18 7:51,Very masculine,Not too important,Father or father figure(s),Mother or mother figure(s),Other family members,Not selected,Not selected,Not selected,No,Rarely,Rarely,Rarely,"Never, but open to it","Never, and not open to it","Never, and not open to it",Often,Rarely,Often,"Never, and not open to it",Sometimes,Not selected,Your weight,Your hair or hairline,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not employed-retired,,,,,,,,,,,,,,,,,,,,,,,,No,Always,Not selected,Not selected,Not selected,Not selected,"You asked the person out, so you feel obligated to pay",Not selected,Not selected,Not selected,Not selected,Not selected,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,Not selected,No children,Gay,White,Post graduate degree,Florida,Prefer not to answer,South Atlantic,Android Phone / Tablet,White,White,College or more,Post graduate degree,65 and up,No children,Gay/Bisexual,0.060690026,Your weightYour hair or hairline
821,5/18/18 7:47,5/18/18 7:56,Very masculine,Very important,Not selected,Mother or mother figure(s),Other family members,Not selected,Friends,Other (please specify),Yes,Sometimes,Sometimes,Rarely,No answer,Rarely,Sometimes,"Never, and not open to it",Sometimes,Often,Rarely,Sometimes,Not selected,Not selected,Your hair or hairline,Not selected,Not selected,Not selected,Not selected,Not selected,Your physical health,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,Not employed-retired,,,,,,,,,,,,,,,,,,,,,,,,Yes,Always,It?s the right thing to do,Not selected,You feel good about being the one who pays,Not selected,Not selected,Not selected,Not selected,Not selected,Ask for a verbal confirmation of consent,Not selected,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Yes,Never married,Not selected,Not selected,No children,Straight,Black,Some college,Illinois,"$25,000-$49,999",East North Central,Windows Desktop / Laptop,Non-white,Black,Some college,Some college,65 and up,No children,Straight,1.139105469,"Your hair or hairlineYour physical healthYour finances, including your current or future income, assets, or debt"
822,5/18/18 7:51,5/18/18 7:57,Very masculine,Somewhat important,Father or father figure(s),Mother or mother figure(s),Other family members,Not selected,Friends,Not selected,Yes,Sometimes,Rarely,No answer,Rarely,"Never, and not open to it",No answer,No answer,Often,Rarely,No answer,No answer,Not selected,Your weight,Your hair or hairline,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,,A lot,No,No answer,Often,Not selected,You make more money than your date,You feel good about being the one who pays,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",You try to pay to see if the other person will offer to share in the cost,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Post graduate degree,North Carolina,"$75,000-$99,999",South Atlantic,Windows Desktop / Laptop,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.059882095,Your weightYour hair or hairline
823,5/18/18 7:54,5/18/18 8:02,Somewhat masculine,Somewhat important,Father or father figure(s),Mother or mother figure(s),Other family members,Not selected,Friends,Not selected,Yes,Sometimes,Sometimes,Sometimes,Rarely,"Never, and not open to it","Never, and not open to it","Never, but open to it",Sometimes,Sometimes,"Never, and not open to it",Rarely,Not selected,Your weight,Not selected,Your physique,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not employed-retired,,,,,,,,,,,,,,,,,,,,,,,,No,Rarely,,,,,,,,Not selected,Not selected,Not selected,Not selected,Not selected,Other (please specify),Not selected,Not selected,Not selected,None of the above,No,Never married,Not selected,Not selected,No children,Gay,White,Some college,North Carolina,Prefer not to answer,South Atlantic,MacOS Desktop / Laptop,White,White,Some college,Some college,65 and up,No children,Gay/Bisexual,0.58030604,Your weightYour physique
824,5/18/18 7:57,5/18/18 8:03,Very masculine,Not too important,Father or father figure(s),Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Sometimes,Rarely,Sometimes,"Never, and not open to it","Never, but open to it",Often,"Never, and not open to it",Often,Sometimes,"Never, and not open to it",Often,Not selected,Your weight,Not selected,Your physique,Not selected,Not selected,Not selected,Not selected,Your physical health,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,Not employed-retired,,,,,,,,,,,,,,,,,,,,,,,,Yes,Always,It?s the right thing to do,Not selected,Not selected,Not selected,"You asked the person out, so you feel obligated to pay",Not selected,Not selected,Read their physical body language to see if they are interested,Ask for a verbal confirmation of consent,Make a physical move to see how they react,Every situation is different,It isn?t always clear how to gauge someone?s interest,Not selected,Not selected,Not selected,Not selected,None of the above,Yes,Divorced,Not selected,Not selected,No children,Straight,White,High school or G.E.D.,Massachusetts,"$10,000-$24,999",New England,Other,White,White,High school or less,High school or less,35 - 64,No children,Straight,2.704247444,"Your weightYour physiqueYour physical healthYour finances, including your current or future income, assets, or debt"
