start_date,end_date,self_perceived_masculinity,importance_of_being_seen_as_masculine,source_of_masculinity_father_figure,source_of_masculinity_mother_figure,source_of_masculinity_family_members,source_of_masculinity_pop_culture,source_of_masculinity_friends,source_of_masculinity_other,societal_pressure_on_men,lifestyle_ask_friend_professional_advice,lifestyle_ask_friend_personal_advice,lifestyle_show_affection_to_male_friends,lifestyle_crying,lifestyle_physical_fight,lifestyle_sexual_relations_with_women,lifestyle_sexual_relations_with_men,lifestyle_watch_sports,lifestyle_work_out,lifestyle_see_therapist,lifestyle_feel_lonely_or_isolated,daily_worry_height,daily_worry_weight,daily_worry_hair,daily_worry_physique,daily_worry_genitalia,daily_worry_clothing_style,daily_worry_sexual_performance,daily_worry_mental_health,daily_worry_physical_health,daily_worry_finances,daily_worry_provide_for_family,daily_worry_none,employment_status,advantage_of_being_a_man_more_money,advantage_of_being_a_man_taken_more_seriously,advantage_of_being_a_man_more_choice,advantage_of_being_a_man_more_promotion_opportunities,advantage_of_being_a_man_praised_more,advantage_of_being_a_man_more_manager_support,advantage_of_being_a_man_other,advantage_of_being_a_man_none,disadvantage_of_being_a_man_hiring_promoting_women,disadvantage_of_being_a_man_risk_accusation_harassment,disadvantage_of_being_a_man_risk_accusation_bias,disadvantage_of_being_a_man_other,disadvantage_of_being_a_man_none,response_to_harassment_confronted_accused,response_to_harassment_contacted_hr,response_to_harassment_contacted_manager,response_to_harassment_supported_victim,response_to_harassment_did_nothing,response_to_harassment_never_witnessed,response_to_harassment_other,reason_for_no_response,heard_about_metoo,behavior_changed_at_work_due_to_metoo,expected_to_make_first_move,how_often_pay_on_date,reason_for_paying_on_date_right_thing,reason_for_paying_on_date_earn_more,reason_for_paying_on_date_feel_good,reason_for_paying_on_date_societal_expectations,reason_for_paying_on_date_obligation_for_asking_out,reason_for_paying_on_date_test_response,reason_for_paying_on_date_other,gauge_interest_by_body_language,gauge_interest_by_verbal_consent,gauge_interest_by_physical_move,gauge_interest_situation_different,gauge_interest_unclear,gauge_interest_other,boundary_wondered_if_pushed_too_far,boundary_discussed_with_friends,boundary_contacted_past_partner,boundary_none_above,changed_behavior_in_relationships_due_to_metoo,marital_status,has_children_under_18,has_children_over_18,no_children,sexual_orientation,race,education_level,state,income_bracket,us_region,device_and_os_usage,race_classification,race_and_ethnicity_detailed,education_level_grouped,education_level_detailed,age_group,has_kids,sexual_orientation_label,response_weight,total_worries
5/18/18 6:45,5/18/18 6:55,Very masculine,Very important,1,0,0,0,0,0,No,Often,Often,"Never, and not open to it",Sometimes,Rarely,Often,"Never, and not open to it",Often,Sometimes,Sometimes,Sometimes,0,1,0,1,0,0,1,1,1,0,0,0,"Not employed, looking for work",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,Yes,Always,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,Yes,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Other,White,High school or G.E.D.,Pennsylvania,"$0-$9,999",Middle Atlantic,Android Phone / Tablet,White,White,High school or less,High school or less,35 - 64,Has children,Other,1.804417689,5
5/18/18 6:58,5/18/18 7:05,Very masculine,Not too important,1,1,1,1,1,0,Yes,Sometimes,Sometimes,"Never, but open to it","Never, but open to it","Never, and not open to it",Often,"Never, and not open to it",Often,Sometimes,"Never, but open to it",Often,0,0,0,0,0,0,0,1,0,0,0,0,"Employed, working part-time",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,Only a little,No,Yes,Always,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,No,Never married,Not selected,Not selected,Not selected,Straight,Black,College graduate,Florida,"$25,000-$49,999",South Atlantic,Android Phone / Tablet,Non-white,Black,College or more,College or more,18 - 34,,Straight,2.500744228,1
5/18/18 7:00,5/18/18 7:04,Somewhat masculine,Not at all important,1,1,1,0,1,0,No,Rarely,Sometimes,Sometimes,Sometimes,"Never, and not open to it",Often,"Never, and not open to it",Often,Often,"Never, but open to it",Rarely,0,1,0,1,0,0,1,0,0,0,1,0,"Not employed, NOT looking for work",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,Yes,Always,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,No,Married,"Yes, one or more children under 18",Not selected,Not selected,Straight,White,College graduate,Virginia,"$75,000-$99,999",South Atlantic,iOS Phone / Tablet,White,White,College or more,College or more,35 - 64,Has children,Straight,1.397174834,4
5/18/18 7:06,5/18/18 7:18,Very masculine,Somewhat important,1,1,1,0,1,0,Yes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,"Never, and not open to it",Sometimes,Often,"Never, but open to it",Rarely,0,0,0,0,0,0,0,0,0,1,1,0,"Employed, working full-time",1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,,Some,Yes,Yes,Often,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,No,Never married,Not selected,Not selected,No children,Straight,White,College graduate,New York,"$200,000+",Middle Atlantic,MacOS Desktop / Laptop,White,White,College or more,College or more,65 and up,No children,Straight,0.656490054,2
5/18/18 7:15,5/18/18 7:21,Somewhat masculine,Somewhat important,1,1,1,0,1,0,No,Sometimes,Sometimes,Sometimes,"Never, but open to it",Rarely,Often,"Never, and not open to it",Often,Rarely,"Never, but open to it",Rarely,0,1,0,0,0,0,0,0,1,0,0,0,Not employed-retired,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,Yes,Always,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,Yes,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Post graduate degree,Florida,"$200,000+",South Atlantic,Windows Desktop / Laptop,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.060690026,2
5/18/18 7:26,5/18/18 7:31,Somewhat masculine,Somewhat important,1,0,0,0,0,0,No,Sometimes,Rarely,Rarely,Sometimes,"Never, and not open to it",Sometimes,"Never, and not open to it",Sometimes,Sometimes,Rarely,Rarely,0,1,0,1,0,0,0,0,0,0,0,0,Not employed-retired,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,Yes,Often,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,College graduate,North Carolina,"$100,000-$124,999",South Atlantic,MacOS Desktop / Laptop,White,White,College or more,College or more,65 and up,Has children,Straight,0.468530772,2
5/18/18 7:31,5/18/18 7:36,Somewhat masculine,Very important,0,0,0,0,0,1,No,Sometimes,Often,Often,Often,"Never, but open to it","Never, but open to it","Never, and not open to it",Rarely,Sometimes,"Never, and not open to it",Sometimes,0,1,0,1,1,0,1,0,0,0,0,0,Not employed-retired,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,Yes,Always,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,College graduate,Texas,"$50,000-$74,999",West South Central,Windows Desktop / Laptop,White,White,College or more,College or more,65 and up,Has children,Straight,0.484545451,4
5/18/18 7:31,5/18/18 7:39,Somewhat masculine,Not at all important,1,1,1,0,1,1,Yes,Sometimes,Sometimes,Often,Often,"Never, but open to it","Never, and not open to it",Sometimes,Rarely,Sometimes,Rarely,Sometimes,0,1,0,1,0,0,0,0,1,1,0,0,Not employed-retired,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,Yes,Often,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,No,Widowed,Not selected,Not selected,No children,Gay,White,College graduate,California,"$10,000-$24,999",Pacific,MacOS Desktop / Laptop,White,White,College or more,College or more,35 - 64,No children,Gay/Bisexual,0.528111461,4
5/18/18 7:31,5/18/18 7:50,Somewhat masculine,Not at all important,1,1,0,0,0,1,No,Sometimes,"Never, but open to it","Never, but open to it","Never, but open to it","Never, and not open to it","Never, but open to it","Never, and not open to it","Never, and not open to it","Never, but open to it","Never, but open to it",Often,0,0,0,0,0,0,1,0,0,1,1,0,"Employed, working full-time",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,,Some,No,Yes,Often,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,No,Married,Not selected,Not selected,No children,Straight,White,High school or G.E.D.,Pennsylvania,"$50,000-$74,999",Middle Atlantic,Android Phone / Tablet,White,White,High school or less,High school or less,35 - 64,No children,Straight,1.804417689,3
5/18/18 7:42,5/18/18 7:53,Very masculine,Not at all important,1,1,1,1,1,1,Yes,Sometimes,Sometimes,Often,Sometimes,"Never, and not open to it","Never, and not open to it",Rarely,"Never, and not open to it",Rarely,"Never, and not open to it","Never, and not open to it",0,0,0,0,0,0,0,0,1,0,0,0,Not employed-retired,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,No,Often,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,No,Never married,Not selected,Not selected,No children,Gay,White,Post graduate degree,Wisconsin,"$100,000-$124,999",East North Central,Windows Desktop / Laptop,White,White,College or more,Post graduate degree,65 and up,No children,Gay/Bisexual,0.059086641,1
5/18/18 7:45,5/18/18 7:54,Somewhat masculine,Somewhat important,1,0,0,0,0,0,Yes,Rarely,Sometimes,Sometimes,Rarely,"Never, but open to it",Often,"Never, and not open to it",Often,Rarely,Rarely,Often,0,1,1,1,1,1,1,0,1,1,1,0,"Not employed, NOT looking for work",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,Yes,Always,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Post graduate degree,Illinois,"$50,000-$74,999",East North Central,Android Phone / Tablet,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.064265518,9
5/18/18 8:03,5/18/18 8:08,Not very masculine,Not too important,0,0,0,0,0,1,No,"Never, but open to it","Never, but open to it","Never, but open to it","Never, but open to it","Never, but open to it","Never, but open to it","Never, but open to it","Never, but open to it","Never, but open to it","Never, but open to it","Never, but open to it",0,0,0,0,0,0,0,0,0,0,0,1,"Employed, working full-time",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,,Nothing at all,,No,Never,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,Other,High school or G.E.D.,Arizona,"$25,000-$49,999",Mountain,Android Phone / Tablet,Non-white,Other,High school or less,High school or less,35 - 64,Has children,Straight,1.567920786,1
5/18/18 8:10,5/18/18 8:15,Somewhat masculine,Not too important,1,1,0,0,0,0,Yes,Often,Sometimes,Rarely,Rarely,"Never, and not open to it",Often,"Never, and not open to it",Sometimes,"Never, but open to it","Never, but open to it",Rarely,0,0,0,0,0,0,0,0,0,1,1,0,"Employed, working full-time",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,,Some,No,Yes,Always,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,No,Married,"Yes, one or more children under 18",Not selected,Not selected,Straight,White,High school or G.E.D.,Michigan,"$50,000-$74,999",East North Central,Android Phone / Tablet,White,White,High school or less,High school or less,35 - 64,Has children,Straight,1.938684211,2
5/18/18 8:19,5/18/18 10:51,Somewhat masculine,Not at all important,1,1,1,0,1,0,No,Often,Sometimes,Sometimes,Sometimes,"Never, and not open to it",Often,"Never, and not open to it",Sometimes,"Never, but open to it",Rarely,"Never, and not open to it",0,1,0,0,0,0,0,1,1,1,0,0,Not employed-retired,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,Yes,Always,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,No,Married,Not selected,Not selected,No children,Straight,White,College graduate,Missouri,"$175,000-$199,999",West North Central,Other,White,White,College or more,College or more,35 - 64,No children,Straight,0.695610733,4
5/18/18 8:26,5/18/18 8:29,Somewhat masculine,Not too important,0,0,0,0,0,1,Yes,Sometimes,Often,Often,Often,"Never, and not open to it","Never, and not open to it",Sometimes,Sometimes,Often,"Never, but open to it",Rarely,0,0,1,1,0,0,0,0,0,0,0,0,Not employed-retired,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,No,Sometimes,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,No,Married,Not selected,Not selected,No children,Bisexual,White,Post graduate degree,New York,"$125,000-$149,999",Middle Atlantic,iOS Phone / Tablet,White,White,College or more,Post graduate degree,35 - 64,No children,Gay/Bisexual,0.071511001,2
5/18/18 8:27,5/18/18 8:34,Very masculine,Not at all important,0,0,0,0,0,1,Yes,Often,Rarely,"Never, and not open to it",Rarely,"Never, and not open to it",Often,"Never, and not open to it",Rarely,"Never, but open to it","Never, and not open to it","Never, and not open to it",0,0,0,0,0,0,0,0,1,0,0,0,"Employed, working full-time",0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,,Only a little,No,No,Always,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,No,Married,Not selected,Not selected,No children,Straight,White,Associate's degree,Massachusetts,"$50,000-$74,999",New England,Windows Desktop / Laptop,White,White,Some college,Some college,35 - 64,No children,Straight,0.856878081,1
5/18/18 8:34,5/18/18 8:44,Very masculine,Very important,1,1,1,0,0,1,No,Sometimes,Rarely,"Never, and not open to it",Rarely,"Never, but open to it",Often,"Never, and not open to it",Rarely,Sometimes,Rarely,"Never, but open to it",0,1,0,0,0,0,0,0,0,0,0,0,"Employed, working part-time",0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,,Only a little,No,No,Always,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,No,Divorced,Not selected,Not selected,No children,Straight,White,College graduate,California,"$150,000-$174,999",Pacific,iOS Phone / Tablet,White,White,College or more,College or more,65 and up,No children,Straight,0.496283147,1
5/18/18 8:36,5/18/18 8:41,Somewhat masculine,Not at all important,0,0,0,0,0,1,Yes,Sometimes,Sometimes,Sometimes,Often,"Never, and not open to it","Never, but open to it",Sometimes,"Never, and not open to it",Sometimes,"Never, and not open to it",Rarely,0,1,0,0,0,0,0,0,1,1,0,0,Not employed-retired,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,No,Sometimes,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,No,Widowed,Not selected,Not selected,No children,Gay,White,College graduate,Michigan,"$50,000-$74,999",East North Central,Windows Desktop / Laptop,White,White,College or more,College or more,65 and up,No children,Gay/Bisexual,0.484712546,3
5/18/18 9:20,5/18/18 9:36,Somewhat masculine,Not too important,1,1,1,0,1,0,No,"Never, and not open to it",Rarely,Sometimes,Often,"Never, and not open to it","Never, and not open to it",Often,Sometimes,Rarely,No answer,Sometimes,0,1,0,1,1,0,1,1,1,1,0,0,Not employed-retired,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,Yes,Often,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,Yes,Married,Not selected,Not selected,No children,Gay,White,Post graduate degree,Florida,"$75,000-$99,999",South Atlantic,Windows Desktop / Laptop,White,White,College or more,Post graduate degree,65 and up,No children,Gay/Bisexual,0.060690026,7
5/18/18 9:29,5/18/18 10:32,Somewhat masculine,Somewhat important,0,0,1,0,0,0,No,Rarely,Rarely,Rarely,Rarely,"Never, and not open to it",Sometimes,"Never, and not open to it",Often,Rarely,Rarely,Rarely,0,0,0,0,0,0,0,0,0,0,1,0,"Employed, working full-time",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,,Nothing at all,,No,Sometimes,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,High school or G.E.D.,Washington,"$25,000-$49,999",Pacific,Windows Desktop / Laptop,White,White,High school or less,High school or less,65 and up,Has children,Straight,1.422392592,1
5/18/18 9:46,5/18/18 9:54,Somewhat masculine,Not too important,1,1,1,0,1,0,Yes,"Never, but open to it","Never, but open to it","Never, and not open to it","Never, and not open to it","Never, and not open to it","Never, but open to it","Never, and not open to it","Never, but open to it",Often,"Never, but open to it","Never, but open to it",0,0,0,0,0,0,0,1,1,1,0,0,"Employed, working full-time",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,Nothing at all,,No,Always,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,No,Never married,Not selected,Not selected,No children,Straight,White,College graduate,Arizona,Prefer not to answer,Pacific,Android Phone / Tablet,White,White,College or more,College or more,35 - 64,No children,Straight,0.433981175,3
5/18/18 9:51,5/18/18 9:55,Somewhat masculine,Not at all important,1,0,0,0,0,0,No,Rarely,Rarely,Rarely,Rarely,"Never, and not open to it","Never, but open to it","Never, and not open to it","Never, and not open to it","Never, but open to it","Never, and not open to it","Never, and not open to it",0,0,0,0,0,0,0,0,0,0,0,1,"Employed, working full-time",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,,A lot,No,No,Always,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,No,Never married,Not selected,Not selected,No children,Straight,White,College graduate,Texas,"$75,000-$99,999",West South Central,Windows Desktop / Laptop,White,White,College or more,College or more,35 - 64,No children,Straight,0.515567485,1
5/18/18 9:59,5/18/18 10:05,Very masculine,Somewhat important,1,1,1,0,0,0,No,Sometimes,Sometimes,Sometimes,Rarely,"Never, and not open to it",Sometimes,"Never, and not open to it",Often,Sometimes,"Never, and not open to it",Rarely,0,1,0,1,0,0,1,0,1,0,0,0,Not employed-retired,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,Yes,Always,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Post graduate degree,Washington,"$200,000+",Pacific,iOS Phone / Tablet,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.019744451,4
5/18/18 10:24,5/18/18 10:30,Somewhat masculine,Not too important,1,1,0,0,0,0,No,Rarely,Sometimes,Sometimes,Rarely,Rarely,Sometimes,"Never, and not open to it",Often,Sometimes,"Never, but open to it",Sometimes,0,1,0,0,0,0,0,0,0,0,0,0,Not employed-retired,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,Yes,Always,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Post graduate degree,Indiana,"$100,000-$124,999",East North Central,Windows Desktop / Laptop,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.059086641,1
5/18/18 10:35,5/18/18 10:40,Somewhat masculine,Somewhat important,1,0,1,0,1,0,No,Sometimes,Rarely,Sometimes,Sometimes,"Never, and not open to it",Sometimes,"Never, and not open to it",Sometimes,Often,"Never, and not open to it","Never, but open to it",0,1,0,0,0,0,0,0,0,0,0,0,Not employed-retired,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,No,Always,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Post graduate degree,Oregon,"$200,000+",Pacific,iOS Phone / Tablet,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.056642551,1
5/18/18 10:38,5/18/18 10:43,Somewhat masculine,Somewhat important,1,0,1,0,1,0,No,Often,Sometimes,Sometimes,Sometimes,"Never, and not open to it",Sometimes,"Never, and not open to it",Rarely,Sometimes,Sometimes,Sometimes,0,1,0,0,0,0,0,0,0,0,0,0,"Not employed, looking for work",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,Yes,Often,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,Yes,Never married,"Yes, one or more children under 18",Not selected,Not selected,Straight,White,Associate's degree,Michigan,Prefer not to answer,East North Central,iOS Phone / Tablet,White,White,Some college,Some college,35 - 64,Has children,Straight,0.639636832,1
5/18/18 10:38,5/18/18 10:56,Very masculine,Very important,1,1,1,1,1,0,No,Sometimes,Sometimes,"Never, and not open to it","Never, and not open to it",Rarely,Often,"Never, and not open to it",Sometimes,Often,"Never, and not open to it",Sometimes,0,0,1,1,1,1,1,1,1,0,0,0,Not employed-retired,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,Yes,Always,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,Yes,Widowed,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Did not complete high school,Indiana,"$10,000-$24,999",East North Central,Android Phone / Tablet,White,White,High school or less,High school or less,65 and up,Has children,Straight,1.873498326,7
5/18/18 10:52,5/18/18 11:02,Not very masculine,Not at all important,0,0,0,1,0,0,Yes,Often,Often,Often,Often,"Never, and not open to it","Never, but open to it",Rarely,"Never, but open to it",Sometimes,Often,Often,0,0,1,0,0,0,0,1,1,0,0,0,"Not employed, student",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,Yes,Often,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,No,Never married,Not selected,Not selected,No children,Gay,White,Some college,Texas,"$0-$9,999",West South Central,iOS Phone / Tablet,White,White,Some college,Some college,18 - 34,No children,Gay/Bisexual,2.454960294,3
5/18/18 11:20,5/18/18 11:26,Somewhat masculine,Somewhat important,0,1,0,0,0,0,Yes,Sometimes,Sometimes,Rarely,Rarely,"Never, but open to it",Sometimes,"Never, and not open to it",Often,Often,Rarely,Rarely,0,0,0,0,0,0,0,0,0,0,0,1,Not employed-retired,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,Yes,Always,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,No,Never married,Not selected,Not selected,No children,Straight,White,Post graduate degree,Virginia,"$50,000-$74,999",South Atlantic,Windows Desktop / Laptop,White,White,College or more,Post graduate degree,65 and up,No children,Straight,0.064138043,1
5/19/18 12:19,5/19/18 12:27,Somewhat masculine,Somewhat important,0,1,0,0,1,0,Yes,Sometimes,"Never, but open to it",Rarely,Rarely,"Never, but open to it",Sometimes,Often,Rarely,Sometimes,"Never, but open to it",Rarely,0,1,0,1,0,1,0,0,1,1,1,0,"Not employed, NOT looking for work",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,Yes,Sometimes,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,No,Divorced,Not selected,Not selected,No children,Gay,White,High school or G.E.D.,Utah,"$0-$9,999",Mountain,Android Phone / Tablet,White,White,High school or less,High school or less,35 - 64,No children,Gay/Bisexual,1.23499056,6
5/19/18 12:28,5/19/18 12:45,Somewhat masculine,Not too important,1,0,0,1,1,0,Yes,Sometimes,Rarely,Sometimes,Rarely,Rarely,Sometimes,"Never, and not open to it",Sometimes,Sometimes,"Never, but open to it",Sometimes,0,0,1,1,0,1,1,1,1,1,1,0,"Not employed, student",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,No,Sometimes,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,Yes,Never married,Not selected,Not selected,No children,Straight,Asian,Associate's degree,Hawaii,"$0-$9,999",Pacific,MacOS Desktop / Laptop,Non-white,Other,Some college,Some college,18 - 34,No children,Straight,2.271645258,8
5/19/18 1:17,5/19/18 1:22,Somewhat masculine,Not too important,1,0,0,0,1,0,Yes,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Sometimes,"Never, and not open to it",Often,Sometimes,"Never, but open to it",Sometimes,0,0,0,0,0,0,0,0,0,0,0,1,Not employed-retired,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,Yes,Often,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,No,Never married,Not selected,Not selected,No children,Straight,White,Associate's degree,Wisconsin,"$25,000-$49,999",East North Central,Windows Desktop / Laptop,White,White,Some college,Some college,35 - 64,No children,Straight,0.639636832,1
5/19/18 1:17,5/19/18 1:32,Very masculine,Not too important,0,0,0,0,0,1,No,Sometimes,Sometimes,Often,Rarely,"Never, but open to it",Often,"Never, and not open to it",Rarely,Rarely,"Never, and not open to it","Never, and not open to it",0,0,0,0,0,0,0,0,0,1,0,0,Not employed-retired,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,No,Always,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Some college,California,"$25,000-$49,999",Pacific,Android Phone / Tablet,White,White,Some college,Some college,35 - 64,Has children,Straight,0.655175216,1
5/19/18 1:32,5/19/18 1:38,Somewhat masculine,Not at all important,1,0,0,0,0,0,No,Sometimes,"Never, but open to it",Rarely,Rarely,"Never, and not open to it",Often,"Never, and not open to it","Never, and not open to it",Rarely,"Never, and not open to it","Never, and not open to it",0,1,0,0,0,0,0,0,0,0,0,0,"Employed, working full-time",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,,Some,No,No,Always,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,No,Divorced,Not selected,Not selected,No children,Straight,White,College graduate,Michigan,"$200,000+",East North Central,Windows Desktop / Laptop,White,White,College or more,College or more,65 and up,No children,Straight,0.484712546,1
5/19/18 1:52,5/19/18 1:57,Very masculine,Not at all important,1,1,1,0,1,0,Yes,Sometimes,Sometimes,Often,"Never, and not open to it","Never, and not open to it",Sometimes,"Never, and not open to it",Rarely,Often,"Never, and not open to it","Never, and not open to it",0,1,1,1,0,0,0,0,1,1,1,0,Not employed-retired,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,Yes,Always,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No answer,Never married,Not selected,Not selected,No children,Straight,Other,Post graduate degree,California,"$175,000-$199,999",Pacific,iOS Phone / Tablet,Non-white,Other,College or more,Post graduate degree,35 - 64,No children,Straight,0.106907523,6
5/19/18 2:35,5/19/18 2:41,Somewhat masculine,Very important,1,1,1,0,0,0,No,Sometimes,Sometimes,Sometimes,Rarely,"Never, and not open to it",Sometimes,"Never, and not open to it",Sometimes,Sometimes,"Never, but open to it",Rarely,0,0,0,0,0,0,0,0,0,0,0,1,Not employed-retired,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,Yes,Always,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,No,Widowed,"Yes, one or more children under 18",Not selected,Not selected,Straight,White,College graduate,New Mexico,"$100,000-$124,999",Mountain,Windows Desktop / Laptop,White,White,College or more,College or more,65 and up,Has children,Straight,0.408203209,1
5/19/18 2:45,5/19/18 2:56,Very masculine,Not too important,1,1,1,0,1,0,No,Sometimes,Sometimes,"Never, but open to it",Sometimes,"Never, but open to it",Often,"Never, and not open to it",Sometimes,Rarely,Rarely,Rarely,0,1,0,0,0,1,0,0,0,0,0,0,Not employed-retired,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,No,Always,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Associate's degree,Virginia,"$75,000-$99,999",South Atlantic,Android Phone / Tablet,White,White,Some college,Some college,65 and up,Has children,Straight,0.710284574,2
